name,flower_lang,info,type
제라늄,당신의 생각이 나를 떠나지 않습니다.,"유럽의 화단 딸린 주택의 창가에 길게 올려놓은 장면이 연상되는 꽃이다. 종종 행잉용(걸이용)으로 벽면에 걸어두기도 한다. 제라늄이라는 이름은 그리스어의 geranos에서 온 것인데, 이는 ‘학’을 뜻한다. 제라늄의 열매가 학의 부리를 닮은데서 기인된 듯 하다. 제라늄도 종류가 많아 향이 좋은 것도 있지만 어떤 것은 지린내 비슷한 냄새도 난다.","제라늄은 우리나라에도 몇 가지 자생하고 있는 쥐손이풀과에 속하는 식물로써 남아프리카의 온대지방이 고향인 온대성식물이다. 이질풀, 털쥐손이, 둥근이질풀... 우리 자생 제라늄들인데 꽃도 예쁘지만 나중에 꽃이 진 다음 맺히는 꼬투리가 터져 갈라지고 나면 왕관이나 아주 고풍스런 촛대모양을 하고 있다."
끈끈이주걱,발을 조심하세요,대표적인 식충식물 중 하나이다. 웬만한 화원에서 쉽게 볼 수 있다. 자생지에 개체수가 적어 보호식물로 지정되어 있으며 판매되고 있는 것은 조직배양으로 대량 증식된 것들이다. 주걱처럼 생긴 잎에 빨간빛을 띠며 움직이는 선모가 끈끈한 점액을 잔뜩 분비한 채 햇볕을 받으면 맑은 아침이슬처럼 보인다. 꽃말은 발로 밟으면 신발에 끈끈이가 붙어 조심하라는 게 아닌 듯 싶다. 끈끈이주걱은 크기가 작아 찾기도 힘든데다 자생지에서는 거의 멸종위기인 귀한 식물이라 자칫 발로 밟아 죽을까봐 조심하라는 뜻이다.,끈끈이귀개과의 여러해살이풀이다. 세계적으로 100종정도가 분포하는데 비교적 햇볕이 잘 드는 습지에 자생한다. 자세히 살피지 않고 무심히 걸으면 발에 밟히고 말 정도로 작다. 우리나라에서는 각종 개발사업으로 훼손되어 이젠 자생지에서 찾아보기 힘들다.
필레아,기분 전환,다육식물은 아니지만 식물체가 물기를 많이 머금고 있어 바라보는 게 시원한 느낌을 준다. 잎을 보는 관엽식물로써 잎의 무늬와 색깔이 다양하며 많은 원예품종들이 개발되어 있다.,쐐기풀과의 열대성 다년초이다. 세계적으로 약 600종이 분포하는 대가족이다. 우리나라에는 쐐기풀과의 물통이속 식물(수생식물) 들이 여기에 해당된다.
너도밤나무,"번영, 창조","울렁대는 가슴을 안고 울릉도에 가보면 뭐가 있을까. 울릉도오징어, 호박엿, 부지깽이나물, 섬노루귀, 섬말나리 등이 있다. 그렇지만 무엇보다 극상림의 대표 수종이며 세계적인 주요 조림수종인 너도밤나무를 울릉도에서 만나볼 수가 있다.",참나무과의 너도밤나무속 식물은 세계적으로 12종이 있으며 그 중 한 종인 너도밤나무가 우리나라 울릉도에 자생한다. 키가 20m나 되는 낙엽 지는 큰키나무이며 잘 보존해야 할 한국특산식물이다. 꽃은 5월에 암수가 한 그루에 피는 일가화(一家花)이다.
탱자나무,추억,줄기가 튼튼하고 재질이 단단하며 날카로운 가시가 있어 오래전에 남부지역에서 울타리용으로 많이 쓰이던 나무였다. 꽃말처럼 이젠 찾아보기 힘들어 점차 추억 속으로 사라져 가는 느낌이다. 재질이 단단해 명절이면 윷을 만들어 놀던 기억이 난다.,"감귤이나 유자와 같은 운향과 식물로써 낙엽성 관목이다. 탱자나무는 세계적으로 단 한 종이 분포하는 식물로, 자생지가 중국과 한국이다. 우리나라에서는 문헌상에 경기도 이남지역에서 자라는 것으로 알려져 있지만 자생종은 찾기 힘들고 흔히 볼 수 있는 것은 재배종이다. 탱자나무는 키가 3m정도까지 자라며, 가지에 3-5cm 길이의 단단한 가시가 어긋나기로 달려있다. 꽃은 5월에 흰색으로 피는데, 가지 끝이나 마디 겨드랑이에 한 두 개씩 핀다. 열매는 9월경에 둥글게 성숙하는데 처음에 녹색으로 달렸다가 익어가면서 점차 노란색으로 변한다. 열매에서 나는 향기가 좋지만 먹을 수는 없다."
프리지아,"순결, 순진한 마음",꽃집에 프리지아가 나오기 시작하면 진한 향기와 함께 비로소 계절이 바뀌었음을 느끼게 된다. 작고 귀여운 모습이 나르시스를 흠모하다 꽃이 되었다는 숲의 요정 후리지아를 연상시킨다. 꽃 이름을 들으면 먼저 그 진한 향기가 떠오르는 꽃이다.,붓꽃과에 속하는 알뿌리식물로 지구상에 약 6종류의 원종이 분포한다. 원종은 남아프리카의 모래토양이나 저지대로부터 고지대에 이르는 암석주변에 널리 자생한다.
고란초,포기하지 마세요.,고란초 하면 백제에 창건된 고란사와 부여 낙화암이 떠오른다. 삼천궁녀의 한을 대변하듯 깎아지른 벼랑처럼 살기 힘든 바위틈에서 생명을 유지한다. 꽃말처럼 험난한 절벽에서도 결코 포기하지 않고 마침내 잘 정착하여 후손을 이어가는 고란초의 힘은 정말 놀랍다.,"고란초과에 속하는 상록다년생 양치식물이다. 그늘진 바위틈에 자생하며 고란사 근처에서 처음 발견되었으나 전국적으로 자생하고 있다. 산림청에서 지정한 희귀, 특산식물로써 자생지에서 채취는 법으로 금하고 있다."
석위,긴장,"고사리 같은 양치식물의 일종으로, 추위에 약해 중부나 북부지역에서는 월동이 어렵다. 주로 잎을 관상하는데 앞면은 녹색이고 뒷면은 갈색털이 촘촘히 나있다. 잎 모양이 특이하여 돌이나 나무에 붙이는 분경용 소재로 많이 이용된다. 석위는 잎이 곧게 선 하나인데 세뿔석위는 세 가닥으로 갈라진 뿔처럼 보인다.","고란초과의 상록다년생 양치식물이다. 제주, 중남부지방의 해안이나 낮은 지대의 건조한 바위, 나무에 붙어산다."
렉스베고니아,정중,"베고니아를 원예적으로 이용할 때는 세 가지를 본다. 즉 꽃, 잎, 반관목성 여부이다. 이 중 렉스베고니아는 잎 무늬를 관상하는 식물이다. 잎이 두텁고 얼룩무늬도 있으며 달팽이처럼 말린 것도 있고 종류가 매우 다양하다.","베고니아과에 속하는 상록성의 여러해살이 풀이다. 지구상에 약 1,300여 종이나 살고 있는 대가족 식물로 에콰도르가 중심지이며, 열대 및 아열대 지역에 집중적으로 분포되어 있다."
깽깽이풀,안심하세요,이름만 들으면 볼품없을 것 같지만 이른 봄 햇빛이 좀 드는 숲 따뜻한 곳에 무리지어 있는 모습을 보면 누구나 감탄할 정도로 아름답다. 키는 작지만 올망졸망 모여서 나고 가늘고 긴 꽃대에 보라색 꽃을 피우며 연잎처럼 생긴 잎을 가지고 있다.,"매자나무과 여러해살이풀로써 지구상에 딱 2종이 있는데, 그 중 하나가 우리나라에 나는 것이다. 제주와 남부도서지방을 제외한 전국의 숲 가장자리 그늘진 곳에 자생한다."
솜다리,숭고한 사랑,"예전에 설악산 가면 액자에 곱게 넣어 파는 압화가 있었다. 하얀 솜털로 무장하고 별처럼 반짝이던 꽃, 바로 솜다리다. 영화 사운드오브뮤직으로 인하여 우리에게는 에델바이스로 더 잘 알려져 있으며 알프스의 별로도 불린다. 흰솜털로 된 부분을 꽃으로 생각하지만 사실 그것은 꽃을 보호하기 위한 꽃받침이다.","국화과의 여러해살이풀로 우리나라에는 왜솜다리, 두메솜다리, 산솜다리, 한라솜다리 등이 설악산이나 한라산등 고산지역에 자생하고 있다."
우산나물,편히 쉬세요,잎이 다 펴지면 우산을 닮았다. 폈을 때 우산 모양도 아름답지만 추위가 풀리고 봄이 오면서 땅속에서 나오는 어린 싹을 보면 생명의 신비를 느낀다. 은색 털옷을 입고 하나 둘 쑤욱~쑥 올라오는 걸 보면 경이로울 지경이다. 우산을 받쳐 시원하게 해줄테니 편히 쉬라는 뜻이 담겨 있다.,"국화과에 속하는 여러해살이풀이다. 잎이 자라는 모양을 보고 삿갓나물이라고도 부르지만 삿갓나물이라는 종이 따로 있다. 중국, 우리나라, 일본에 3종이 분포한다."
갯버들,"자유, 친절","겨우내 두껍게 얼었던 얼음이 녹아 그 밑으로 시냇물 소리가 들릴 즈음, 반가움에 꼬리를 흔들며 달려오는 강아지처럼 봄을 맞는 꽃이 바로 갯버들이다. 말 그대로 개울가에서 자라는 버들이다. 봄에 피는 많은 식물들처럼 갯버들도 꽃이 잎보다 먼저 나오며 4월에 핀다. 갯버들이 피기 시작하면 여기저기 은빛 찬란한 모습으로 솜털을 드러낸다.","버드나무과의 낙엽활엽관목이다. 세계적으로 대략 300종이 분포하고 있으니 꽤 대가족인 셈으로 저지대의 초원이나 강둑 같은 곳에 자생한다. 우리나라에는 꽃버들, 콩버들, 난쟁이버들... 등 총 33종류가 살고 있다."
고사리,"신비, 요술",고사리는 우리에게 친근한 식물이다. 백이숙제의 고사에도 등장하며 어린아이의 손을 고사리 손에 비유하기도 하고 외국에서는 독초라 하여 먹지 않지만 우리 선조들은 잘 요리하여 주요 나물로 이용하고 있다.,고사리과의 다년생 양치식물이다. 전국 야산의 풀밭에서 흔하게 자생한다.
잉글리쉬데이지,"순진, 평화","숲의 요정 벨데스였다는 데이지, 바닥에 낮게 무리지어 피는 모습이 작고 천진난만한 요정처럼 생겼다. 영국 사람들은 낮에 꽃이 피고 밤에 꽃잎이 닫는 모습을 Day's eye라 하는데 데이지는 여기서 유래된 명칭이다.","국화과 식물에 속한다. 유럽 서부지역 원산으로 원종은 우리나라에 흔히 자생하는 민들레꽃과 비슷하게 생겼다. 잎은 긴 타원형으로 주걱처럼 생겼으며, 키가 작고 로젯트형(근출엽=잎이 줄기에서 나오는 것이 아니라 별도의 줄기없이 뿌리에서 바로 나오는 형태)으로 자란다."
버드나무,"정화, 경쾌",이른 봄 꽃샘추위에 우리 코끝은 빨개지지만 이때 쯤이면 강변의 버드나무는 물을 한껏 올려 가지가 낭창낭창해지면서 봄맞이 준비에 한창이다. 옛 선조들의 풍류에도 한몫하였고 이순신장군의 일화에도 나오는 우리 생활과 가까운 나무이다.,"버드나무과에 속하는 낙엽활엽수교목으로 키가 10m이상 크게 자란다. 개암나무처럼 한 나무에 암꽃과 수꽃이 따로 있는 일가화(一家花)이며, 종류가 참 많다. 이름만 들어도 정겨운 왕버들, 쪽버들, 능수버들, 용버들, 여우버들, 떡버들..... 같은 속에 속하는 버들 종류만 하더라도 무려 41종(세계적으로는 약 300종 이상이 분포)이 우리나라에 자생하고 있다."
벚나무,"정신의 아름다움, 가인",눈송이들이 가지마다 수북이 붙어있는 것 같은 모양으로 하얀 꽃들이 가득 피어 많은 사람들의 가슴에 환희를 준다. 대부분 봄꽃들처럼 남쪽에서부터 꽃이 피기 시작하는데 3월이면 제주에서부터 피기 시작한다. 전국 곳곳에서 밤낮을 가리지 않고 열리는 벚꽃축제만큼 봄을 만끽하는 꽃 축제도 드물지 않을까 싶다. 만개기가 지날 때 쯤 바람이라도 불면 꽃비 내리는 모습이 장관이다.,"장미과에 속하는 낙엽성 교목으로 왕벚나무, 벚나무, 올벚나무, 산벚나무, 개벚지나무, 산개벚지나무, 복개벚지나무 등이 있는데, 현재 가장 많이 심겨져 있는 것은 왕벚나무인 듯 하다. 벚꽃은 일본 원산이고 일본의 나라꽃이라 하여 우리나라의 가로수로 적합하지 않다는 주장도 있지만 왕벚나무는 우리나라 한라산에서도 엄연히 자생한다. 나무 입장에서 보면 한국에 날수도 있고 일본에 날수도 있는 건데 너무 사람 입장에서 보면 불필요한 오류와 논쟁이 생길 수 있다."
산수유,"지속, 불변 ",봄에 가장 먼저 피는 노란 꽃을 꼽으라면 산수유와 생강나무 꽃이다. 그래서 이 둘은 우리에게 봄이 왔음을 알리는 대표적인 우리 자생식믈이다. 특히 산수유는 노란 요정들이 춤추듯 소담스럽게 피는 꽃도 예쁘지만 향기도 그윽하다. 가을에 달리는 빨간 열매와 잎의 단풍은 다시한번 아름다움을 보여 준다.,"층층나무과에 속하는 낙엽성 소교목이다. 이 속에 딸린 식물들은 세계적으로 약 45종이 북반구지역에 분포한다. 우리나라, 중국, 일본 등지에도 많이 분포하는데 추위에 약해 남부지역에서만 자란다. 산수유의 잎은 긴 달걀모양으로 마주 나며 끝이 뾰족하다. 3∼4월에 노란 꽃들이 잎이 나오기 전에 먼저 피는 것이 특징이다. "
서향,"불멸, 명예","학명 중 속명인 Daphne는 희랍의 여신 이름에서 비롯되었으며, 종명이 odora인 것처럼 꽃에 향기가 있는데, 향기가 매우 강해 천리를 간다하여 천리향이라 부르기도 한다.","팥꽃나무과의 상록성 관목으로 은행나무처럼 암꽃만 피는 나무와 수꽃만 피는 나무가 따로 사는 이가화(二家花) 식물이다. 이 속에 속하는 종은 세계적으로 약 50여 종이 유럽, 북아프리카, 온대 및 아열대아시아의 낮은 초원지대나 숲, 산림 등지에 분포하고 있다. 종에 따라 상록성인 것과 반상록성 것들이 있다."
시네라리아,마음의 괴로움,"학명의 Senecio 는 라틴어의 노인 Senex에서 온 말이고 cruentus는 피 색깔을 뜻하는데, 피고 졌을 때의 모습과 꽃색을 보고 그렇게 이름 붙인듯 하다.",원종은 국화과의 여러해살이풀이지만 개량되어 나온 원예종은 가을에 씨앗을 뿌려 봄여름에 꽃을 보는 추파일년초로 취급한다. 지중해 원산이며 원종만 해도 지구상에 1000가지 이상이나 분포하는 대가족 식물이다.
